formula,Nb,Mo,Ta,W,C11,C12,C44,a,b,c,G,B,E,v,Pugh,Zener
Nb33Mo27Ta20W20,33,27,20,20,387.211,162.899,73.442,64.951,64.95,64.953,87.067,237.669,232.777,0.337,2.73,0.655
Nb25Mo33Ta32W10,25,33,32,10,379.116,160.036,73.514,65.039,65.038,65.039,86.287,233.063,230.425,0.335,2.701,0.671
Nb33Mo28Ta19W20,33,28,19,20,389.735,163.649,74.084,64.923,64.921,64.92,87.798,239.011,234.662,0.336,2.722,0.655
Nb16Mo16Ta35W33,16,16,35,33,403.714,168.633,87.885,64.898,64.901,64.895,98.749,246.994,261.409,0.324,2.501,0.748
Nb34Mo28Ta6W32,34,28,6,32,423.28,174.443,85.155,64.607,64.603,64.604,99.158,257.389,263.622,0.329,2.596,0.684
Nb34Mo30Ta7W29,34,30,7,29,419.486,173.184,83.598,64.628,64.624,64.626,97.67,255.285,259.868,0.33,2.614,0.679
Nb31Mo23Ta28W18,31,23,28,18,370.578,158.627,69.674,65.131,65.126,65.132,82.465,229.277,220.91,0.339,2.78,0.657
Nb35Mo25Ta33W7,35,25,33,7,341.802,150.726,58.805,65.394,65.389,65.386,71.495,214.418,193.031,0.35,2.999,0.616
Nb22Mo35Ta17W26,22,35,17,26,432.49,175.89,93.004,64.542,64.547,64.545,105.813,261.423,279.703,0.322,2.471,0.725
Nb11Mo32Ta29W28,11,32,29,28,439.886,177.743,100.248,64.557,64.551,64.552,111.617,265.124,293.644,0.315,2.375,0.765
Nb26Mo17Ta27W30,26,17,27,30,392.63,165.354,79.806,64.968,64.971,64.971,91.967,241.113,244.778,0.331,2.622,0.702
Nb31Mo27Ta18W24,31,27,18,24,399.847,166.542,78.48,64.841,64.841,64.841,92.024,244.31,245.276,0.333,2.655,0.673
Nb25Mo16Ta27W32,25,16,27,32,396.137,166.291,81.477,64.946,64.945,64.938,93.534,242.906,248.682,0.329,2.597,0.709
Nb33Mo13Ta35W19,33,13,35,19,345.808,155.024,63.336,65.398,65.406,65.404,74.665,218.618,201.101,0.347,2.928,0.664
Nb23Mo26Ta18W33,23,26,18,33,427.854,174.7,91.716,64.621,64.62,64.622,104.366,259.085,276.033,0.322,2.482,0.725
Nb7Mo29Ta31W33,7,29,31,33,450.248,181.049,106.007,64.493,64.498,64.498,116.647,270.782,306.002,0.312,2.321,0.788
Nb29Mo20Ta28W23,29,20,28,23,378.2,161.155,73.47,65.078,65.08,65.076,85.931,233.503,229.625,0.336,2.717,0.677
Nb26Mo18Ta25W31,26,18,25,31,398.421,166.744,81.505,64.913,64.914,64.91,93.853,243.97,249.558,0.33,2.599,0.704
Nb10Mo34Ta29W27,10,34,29,27,443.714,178.907,101.945,64.52,64.523,64.517,113.202,267.176,297.579,0.314,2.36,0.77
Nb25Mo35Ta18W22,25,35,18,22,419.329,171.895,86.941,64.655,64.652,64.651,100.163,254.373,265.623,0.326,2.54,0.703
Nb33Mo23Ta15W29,33,23,15,29,402.24,167.685,78.87,64.826,64.828,64.828,92.496,245.87,246.568,0.333,2.658,0.673
Nb33Mo28Ta11W28,33,28,11,28,412.339,170.669,81.578,64.707,64.705,64.706,95.522,251.226,254.331,0.331,2.63,0.675
Nb27Mo14Ta32W27,27,14,32,27,374.059,161.226,74.347,65.147,65.151,65.149,85.856,232.17,229.303,0.335,2.704,0.699
Nb24Mo25Ta22W29,24,25,22,29,413.442,170.419,86.358,64.754,64.755,64.76,99.039,251.427,262.633,0.326,2.539,0.711
Nb21Mo27Ta20W32,21,27,20,32,429.628,175.146,93.081,64.614,64.612,64.616,105.512,259.973,278.816,0.321,2.464,0.732
Nb19Mo24Ta23W34,19,24,23,34,428.415,174.728,93.713,64.641,64.646,64.642,105.806,259.29,279.412,0.32,2.451,0.739
Nb6Mo26Ta34W34,6,26,34,34,445.261,179.604,104.677,64.552,64.552,64.554,115.155,268.156,302.207,0.312,2.329,0.788
Nb25Mo26Ta19W30,25,26,19,30,417.696,171.753,87.245,64.703,64.703,64.702,100.126,253.734,265.461,0.326,2.534,0.709
Nb30Mo33Ta18W19,30,33,18,19,402.554,167.078,79.14,64.794,64.796,64.797,92.832,245.57,247.33,0.332,2.645,0.672
Nb21Mo20Ta24W35,21,20,24,35,418.893,172.239,90.155,64.734,64.74,64.733,102.224,254.457,270.454,0.323,2.489,0.731
Nb28Mo20Ta29W23,28,20,29,23,378.795,161.21,74.149,65.079,65.081,65.074,86.49,233.739,230.979,0.335,2.703,0.682
Nb34Mo18Ta19W29,34,18,19,29,388.042,163.916,74.553,64.98,64.976,64.977,87.818,238.624,234.666,0.336,2.717,0.665
Nb19Mo17Ta33W31,19,17,33,31,399.054,167.281,84.988,64.928,64.933,64.93,96.24,244.538,255.238,0.326,2.541,0.733
Nb19Mo22Ta27W32,19,22,27,32,416.692,171.472,89.901,64.755,64.75,64.754,101.812,253.212,269.338,0.323,2.487,0.733
Nb17Mo31Ta29W23,17,31,29,23,416.843,170.887,89.708,64.728,64.728,64.73,101.805,252.872,269.279,0.323,2.484,0.729
Nb19Mo34Ta23W24,19,34,23,24,426.572,173.845,92.076,64.619,64.62,64.619,104.539,258.087,276.309,0.322,2.469,0.729
Nb31Mo20Ta18W31,31,20,18,31,401.413,167.532,79.966,64.861,64.859,64.859,93.15,245.492,248.073,0.332,2.635,0.684
Nb30Mo21Ta31W18,30,21,31,18,365.694,157.667,69.037,65.191,65.192,65.194,81.397,227.009,218.121,0.34,2.789,0.664
Nb10Mo27Ta31W32,10,27,31,32,438.697,177.52,100.639,64.587,64.587,64.585,111.711,264.579,293.786,0.315,2.368,0.771
Nb24Mo22Ta29W25,24,22,29,25,392.57,164.807,79.811,64.954,64.956,64.954,92.05,240.728,244.93,0.33,2.615,0.701
Nb30Mo30Ta13W27,30,30,13,27,416.906,171.78,84.476,64.671,64.672,64.674,98.089,253.489,260.647,0.329,2.584,0.689
Nb17Mo29Ta29W25,17,29,29,25,416.978,171.038,90.116,64.733,64.732,64.736,102.078,253.018,269.933,0.322,2.479,0.733
Nb31Mo32Ta25W12,31,32,25,12,378.685,160.077,70.92,65.021,65.018,65.019,84.392,232.946,225.896,0.338,2.76,0.649
Nb26Mo34Ta21W19,26,34,21,19,407.825,168.474,82.598,64.761,64.759,64.763,95.856,248.258,254.776,0.329,2.59,0.69
Nb33Mo33Ta15W19,33,33,15,19,400.806,166.769,77.149,64.797,64.799,64.798,91.209,244.781,243.397,0.334,2.684,0.659
Nb26Mo26Ta20W28,26,26,20,28,411.192,169.811,84.637,64.76,64.757,64.76,97.591,250.271,259.095,0.327,2.565,0.701
Nb24Mo31Ta23W22,24,31,23,22,409.367,168.871,84.261,64.767,64.769,64.768,97.188,249.036,258.001,0.327,2.562,0.701
Nb33Mo22Ta19W26,33,22,19,26,390.793,164.315,75.209,64.938,64.938,64.935,88.65,239.808,236.775,0.335,2.705,0.664
Nb26Mo32Ta18W24,26,32,18,24,415.999,170.985,85.519,64.689,64.686,64.691,98.79,252.656,262.197,0.327,2.558,0.698
Nb20Mo21Ta29W30,20,21,29,30,406.857,168.688,86.325,64.837,64.842,64.842,98.213,248.078,260.291,0.325,2.526,0.725
Nb33Mo23Ta12W32,33,23,12,32,410.723,170.386,81.736,64.753,64.742,64.749,95.417,250.499,254.002,0.331,2.625,0.68
Nb34Mo17Ta24W25,34,17,24,25,373.375,159.996,70.22,65.119,65.123,65.118,83.075,231.122,222.559,0.34,2.782,0.658
Nb24Mo27Ta34W15,24,27,34,15,377.196,160.197,74.257,65.084,65.084,65.082,86.47,232.53,230.801,0.335,2.689,0.684
Nb35Mo22Ta9W34,35,22,9,34,412.785,171.301,81.607,64.726,64.726,64.725,95.512,251.795,254.373,0.332,2.636,0.676
Nb34Mo32Ta26W8,34,32,26,8,365.425,156.26,65.251,65.138,65.13,65.133,78.894,225.982,212.01,0.344,2.864,0.624
Nb31Mo32Ta11W26,31,32,11,26,418.087,172.323,84.12,64.643,64.64,64.643,97.946,254.244,260.399,0.329,2.596,0.685
Nb11Mo34Ta30W25,11,34,30,25,436.337,176.643,98.92,64.576,64.576,64.577,110.314,263.208,290.374,0.316,2.386,0.762
Nb21Mo21Ta29W29,21,21,29,29,403.327,167.746,84.759,64.866,64.872,64.872,96.719,246.273,256.57,0.326,2.546,0.72
Nb23Mo35Ta34W8,23,35,34,8,379.995,160.159,74.455,65.034,65.031,65.034,87.064,233.438,232.31,0.334,2.681,0.677
Nb18Mo29Ta21W32,18,29,21,32,436.622,177.02,96.769,64.554,64.554,64.55,108.859,263.554,287.055,0.318,2.421,0.746
Nb25Mo19Ta24W32,25,19,24,32,404.64,168.447,83.83,64.857,64.854,64.851,96.187,247.178,255.428,0.328,2.57,0.71
Nb35Mo22Ta19W24,35,22,19,24,383.803,162.276,72.049,64.994,64.995,64.992,85.647,236.119,229.226,0.338,2.757,0.65
Nb13Mo31Ta24W32,13,31,24,32,446.757,179.99,102.22,64.485,64.485,64.482,113.721,268.912,299.014,0.315,2.365,0.766
Nb24Mo24Ta28W24,24,24,28,24,395.439,165.234,80.447,64.924,64.922,64.92,92.886,241.969,247.046,0.33,2.605,0.699
Nb33Mo14Ta29W24,33,14,29,24,362.32,157.849,67.917,65.238,65.245,65.24,80.047,226.006,214.785,0.342,2.823,0.664
Nb22Mo30Ta26W22,22,30,26,22,407.669,168.374,84.661,64.798,64.796,64.793,97.265,248.139,258.076,0.327,2.551,0.708
Nb22Mo33Ta31W14,22,33,31,14,392.775,163.881,79.211,64.923,64.923,64.922,91.821,240.179,244.327,0.33,2.616,0.692
Nb16Mo35Ta32W17,16,35,32,17,411.248,169.062,87.736,64.772,64.772,64.769,99.84,249.791,264.306,0.324,2.502,0.725
Nb30Mo27Ta30W13,30,27,30,13,369.602,158.628,69.021,65.131,65.123,65.132,81.852,228.953,219.409,0.34,2.797,0.654
Nb34Mo32Ta6W28,34,32,6,28,421.96,174.015,84.215,64.592,64.593,64.595,98.363,256.663,261.663,0.33,2.609,0.679
Nb26Mo35Ta33W6,26,35,33,6,372.487,157.987,70.693,65.092,65.09,65.094,83.584,229.487,223.606,0.338,2.746,0.659
Nb25Mo26Ta25W24,25,26,25,24,400.29,166.558,81.412,64.867,64.863,64.865,94.124,244.469,250.255,0.329,2.597,0.697
Nb34Mo35Ta20W11,34,35,20,11,382.98,161.208,70.557,64.956,64.951,64.957,84.629,235.132,226.69,0.339,2.778,0.636
Nb23Mo15Ta34W28,23,15,34,28,381.755,163.168,78.164,65.078,65.086,65.084,89.415,236.03,238.17,0.332,2.64,0.715
Nb22Mo34Ta11W33,22,34,11,33,448.254,181.257,99.008,64.396,64.398,64.394,111.612,270.256,294.318,0.318,2.421,0.742
Nb24Mo18Ta31W27,24,18,31,27,387.482,163.808,78.877,65.019,65.019,65.021,90.74,238.366,241.566,0.331,2.627,0.705
Nb23Mo22Ta34W21,23,22,34,21,380.773,161.917,76.688,65.071,65.068,65.062,88.449,234.869,235.752,0.333,2.655,0.701
Nb24Mo21Ta30W25,24,21,30,25,389.917,164.134,79.143,64.978,64.988,64.989,91.267,239.395,242.93,0.331,2.623,0.701
Nb12Mo23Ta32W33,12,23,32,33,427.692,174.491,96.434,64.683,64.682,64.68,107.547,258.891,283.399,0.318,2.407,0.762
Nb26Mo28Ta12W34,26,28,12,34,433.637,176.758,92.364,64.545,64.544,64.542,105.425,262.384,278.918,0.323,2.489,0.719
Nb32Mo28Ta30W10,32,28,30,10,360.937,155.442,65.391,65.206,65.197,65.201,78.427,223.94,210.685,0.343,2.855,0.636
Nb30Mo30Ta24W16,30,30,24,16,385.4,162.087,73.75,64.969,64.968,64.969,87.126,236.525,232.793,0.336,2.715,0.661
Nb20Mo33Ta20W27,20,33,20,27,431.959,175.481,93.648,64.567,64.57,64.572,106.229,260.974,280.613,0.321,2.457,0.73
Nb12Mo33Ta26W29,12,33,26,29,444.828,179.313,101.629,64.502,64.499,64.501,113.114,267.818,297.464,0.315,2.368,0.766
Nb8Mo33Ta26W33,8,33,26,33,461.207,184.445,109.419,64.387,64.387,64.389,120.21,276.699,315.012,0.31,2.302,0.791
Nb33Mo21Ta23W23,33,21,23,23,379.049,161.06,71.681,65.05,65.051,65.053,84.83,233.723,227.024,0.338,2.755,0.658
Nb31Mo29Ta25W15,31,29,25,15,379.18,160.459,71.569,65.028,65.029,65.026,84.867,233.366,227.075,0.338,2.75,0.654
Nb35Mo28Ta16W21,35,28,16,21,391.398,164.166,73.599,64.894,64.893,64.896,87.637,239.91,234.374,0.337,2.738,0.648
Nb34Mo6Ta30W30,34,6,30,30,357.253,158.471,67.943,65.322,65.315,65.327,79.155,224.732,212.514,0.342,2.839,0.684
Nb31Mo25Ta18W26,31,25,18,26,400.058,166.696,78.794,64.849,64.845,64.846,92.252,244.483,245.835,0.332,2.65,0.675
Nb34Mo16Ta25W25,34,16,25,25,370.256,159.382,69.421,65.146,65.152,65.153,82.118,229.673,220.119,0.34,2.797,0.658
Nb19Mo35Ta16W30,19,35,16,30,445.827,179.977,99.201,64.436,64.439,64.435,111.548,268.594,293.951,0.318,2.408,0.746
Nb27Mo34Ta17W22,27,34,17,22,415.733,171.076,84.863,64.686,64.681,64.681,98.28,252.628,260.995,0.328,2.57,0.694
Nb7Mo33Ta34W26,7,33,34,26,440.87,177.969,102.058,64.562,64.572,64.563,112.949,265.603,296.778,0.314,2.352,0.776
Nb6Mo33Ta34W27,6,33,34,27,445.117,179.283,104.045,64.534,64.543,64.534,114.77,267.894,301.285,0.313,2.334,0.783
Nb33Mo15Ta30W22,33,15,30,22,359.038,156.866,66.755,65.264,65.269,65.267,78.869,224.257,211.779,0.343,2.843,0.66
Nb25Mo20Ta25W30,25,20,25,30,401.351,167.358,82.615,64.878,64.884,64.878,94.994,245.356,252.407,0.329,2.583,0.706
Nb28Mo19Ta30W23,28,19,30,23,375.828,160.616,73.397,65.111,65.109,65.106,85.586,232.353,228.68,0.336,2.715,0.682
Nb32Mo22Ta20W26,32,22,20,26,391.2,164.451,75.826,64.941,64.936,64.933,89.126,240.034,237.929,0.335,2.693,0.669
Nb33Mo20Ta16W31,33,20,16,31,400.034,167.213,78.625,64.864,64.862,64.862,92.048,244.82,245.39,0.333,2.66,0.675
Nb9Mo32Ta31W28,9,32,31,28,441.75,178.302,101.78,64.549,64.545,64.551,112.859,266.118,296.643,0.314,2.358,0.773
Nb20Mo20Ta35W25,20,20,35,25,388.484,164.065,80.681,65.012,65.008,65.008,92.095,238.871,244.821,0.329,2.594,0.719
Nb21Mo33Ta32W14,21,33,32,14,393.324,164.059,79.845,64.919,64.922,64.922,92.318,240.481,245.536,0.33,2.605,0.697
Nb30Mo7Ta31W32,30,7,31,32,368.287,161.074,72.838,65.226,65.227,65.228,83.901,230.145,224.431,0.337,2.743,0.703
Nb16Mo35Ta14W35,16,35,14,35,461.577,184.994,106.593,64.306,64.309,64.306,118.312,277.189,310.728,0.313,2.343,0.771
Nb26Mo16Ta26W32,26,16,26,32,395.514,166.3,81.01,64.947,64.948,64.943,93.11,242.705,247.66,0.33,2.607,0.707
Nb19Mo20Ta33W28,19,20,33,28,398.275,166.664,84.172,64.928,64.925,64.923,95.661,243.868,253.798,0.327,2.549,0.727
Nb28Mo31Ta8W33,28,31,8,33,436.839,178.221,92.532,64.488,64.489,64.489,105.826,264.427,280.111,0.323,2.499,0.716
Nb14Mo32Ta24W30,14,32,24,30,442.716,178.724,100.142,64.511,64.507,64.512,111.862,266.721,294.426,0.316,2.384,0.759
Nb14Mo29Ta33W24,14,29,33,24,416.261,170.842,91.037,64.756,64.755,64.753,102.612,252.648,271.129,0.321,2.462,0.742
Nb23Mo33Ta34W10,23,33,34,10,380.078,160.267,74.607,65.033,65.04,65.037,87.166,233.538,232.563,0.334,2.679,0.679
Nb26Mo33Ta32W9,26,33,32,9,375.512,159.019,71.944,65.069,65.069,65.068,84.778,231.183,226.631,0.337,2.727,0.665
Nb30Mo33Ta27W10,30,33,27,10,376.357,159.224,70.45,65.04,65.044,65.046,83.828,231.602,224.41,0.339,2.763,0.649
Nb34Mo17Ta18W31,34,17,18,31,390.903,164.944,75.628,64.955,64.952,64.953,88.861,240.263,237.325,0.335,2.704,0.669
Nb30Mo23Ta24W23,30,23,24,23,386.222,162.89,74.995,64.988,64.988,64.987,88.0,237.334,234.959,0.335,2.697,0.672
Nb33Mo28Ta7W32,33,28,7,32,423.443,174.372,85.617,64.605,64.604,64.605,99.517,257.396,264.466,0.329,2.586,0.687
Nb17Mo23Ta30W30,17,23,30,30,414.805,170.704,89.993,64.775,64.773,64.774,101.687,252.071,268.902,0.322,2.479,0.737
Nb9Mo26Ta35W30,9,26,35,30,429.438,174.907,97.882,64.668,64.668,64.67,108.739,259.75,286.269,0.316,2.389,0.769
Nb30Mo35Ta30W5,30,35,30,5,367.386,156.59,67.304,65.123,65.122,65.125,80.61,226.855,216.22,0.341,2.814,0.639
Nb33Mo32Ta25W10,33,32,25,10,371.748,158.121,67.77,65.078,65.076,65.075,81.382,229.33,218.321,0.341,2.818,0.634
Nb33Mo23Ta24W20,33,23,24,20,377.187,161.081,70.469,65.051,65.056,65.058,83.68,233.117,224.213,0.34,2.786,0.652
Nb18Mo30Ta19W33,18,30,19,33,442.654,178.927,98.736,64.499,64.495,64.497,110.877,266.836,292.164,0.318,2.407,0.749
Nb6Mo29Ta35W30,6,29,35,30,441.898,178.455,103.239,64.571,64.572,64.571,113.823,266.269,298.882,0.313,2.339,0.784
Nb18Mo17Ta31W34,18,17,31,34,408.489,169.734,88.327,64.845,64.848,64.844,99.665,249.319,263.839,0.324,2.502,0.74
Nb32Mo29Ta19W20,32,29,19,20,392.871,164.395,75.494,64.892,64.891,64.891,89.167,240.553,238.085,0.335,2.698,0.661
Nb34Mo10Ta34W22,34,10,34,22,344.136,154.698,63.394,65.429,65.434,65.426,74.491,217.844,200.608,0.347,2.924,0.669
Nb17Mo27Ta22W34,17,27,22,34,438.161,177.606,97.8,64.555,64.554,64.555,109.712,264.458,289.15,0.318,2.41,0.751
Nb21Mo23Ta21W35,21,23,21,35,427.324,174.628,92.61,64.653,64.648,64.646,104.895,258.86,277.238,0.322,2.468,0.733
Nb21Mo34Ta19W26,21,34,19,26,430.898,175.35,92.876,64.571,64.57,64.57,105.551,260.532,278.978,0.322,2.468,0.727
Nb27Mo31Ta29W13,27,31,29,13,381.226,160.854,73.567,65.019,65.017,65.02,86.53,234.311,231.138,0.336,2.708,0.668
Nb25Mo26Ta14W35,25,26,14,35,432.262,176.353,92.513,64.574,64.571,64.572,105.365,261.656,278.687,0.322,2.483,0.723
Nb31Mo29Ta7W33,31,29,7,33,429.721,176.279,88.705,64.551,64.549,64.547,102.356,260.759,271.539,0.326,2.548,0.7
Nb7Mo33Ta29W31,7,33,29,31,456.139,182.762,107.793,64.433,64.438,64.435,118.551,273.888,310.808,0.311,2.31,0.789
Nb19Mo19Ta35W27,19,19,35,27,392.648,165.174,82.521,64.979,64.985,64.98,93.853,240.999,249.208,0.328,2.568,0.726
Nb34Mo7Ta28W31,34,7,28,31,363.066,159.35,69.236,65.257,65.261,65.263,80.847,227.256,216.828,0.341,2.811,0.68
Nb26Mo34Ta17W23,26,34,17,23,419.012,171.986,86.463,64.657,64.653,64.658,99.768,254.328,264.692,0.327,2.549,0.7
Nb35Mo29Ta22W14,35,29,22,14,374.055,158.91,68.099,65.058,65.06,65.058,81.852,230.625,219.578,0.341,2.818,0.633
Nb11Mo33Ta28W28,11,33,28,28,442.675,178.596,101.26,64.523,64.528,64.524,112.623,266.622,296.167,0.315,2.367,0.767
Nb32Mo29Ta16W23,32,29,16,23,401.622,167.138,78.359,64.811,64.811,64.809,92.128,245.299,245.632,0.333,2.663,0.668
Nb25Mo35Ta35W5,25,35,35,5,369.836,157.318,70.243,65.123,65.116,65.12,82.955,228.158,221.963,0.338,2.75,0.661
Nb25Mo13Ta35W27,25,13,35,27,372.213,161.062,74.846,65.173,65.18,65.178,85.923,231.446,229.384,0.335,2.694,0.709
Nb15Mo34Ta17W34,15,34,17,34,458.213,183.799,105.62,64.354,64.354,64.357,117.293,275.27,308.117,0.313,2.347,0.77
Nb31Mo22Ta32W15,31,22,32,15,358.817,155.997,66.414,65.253,65.247,65.246,78.731,223.603,211.385,0.342,2.84,0.655
Nb22Mo27Ta23W28,22,27,23,28,417.241,171.385,88.35,64.722,64.72,64.724,100.866,253.337,267.143,0.324,2.512,0.719
Nb34Mo18Ta18W30,34,18,18,30,391.127,164.813,75.534,64.947,64.952,64.95,88.852,240.251,237.301,0.335,2.704,0.668
Nb28Mo22Ta30W20,28,22,30,20,375.327,160.204,72.742,65.101,65.1,65.1,85.116,231.911,227.514,0.336,2.725,0.676
Nb35Mo32Ta13W20,35,32,13,20,399.345,166.583,75.904,64.804,64.8,64.805,90.133,244.171,240.772,0.336,2.709,0.652
Nb30Mo22Ta18W30,30,22,18,30,404.065,168.131,80.96,64.827,64.827,64.825,94.17,246.776,250.629,0.331,2.621,0.686
Nb29Mo11Ta29W31,29,11,29,31,377.018,162.334,74.828,65.128,65.131,65.129,86.489,233.896,230.995,0.335,2.704,0.697
Nb25Mo30Ta28W17,25,30,28,17,391.308,163.779,77.948,64.942,64.931,64.935,90.726,239.622,241.677,0.332,2.641,0.685
Nb26Mo33Ta19W22,26,33,19,22,413.518,170.186,84.641,64.709,64.711,64.711,97.912,251.297,259.971,0.328,2.567,0.696
Nb30Mo23Ta12W35,30,23,12,35,420.957,173.381,86.637,64.671,64.662,64.666,99.977,255.906,265.373,0.327,2.56,0.7
Nb29Mo15Ta33W23,29,15,33,23,363.948,158.37,70.129,65.231,65.235,65.238,81.766,226.896,218.993,0.339,2.775,0.682
Nb18Mo30Ta29W23,18,30,29,23,413.448,169.941,88.231,64.763,64.758,64.759,100.395,251.11,265.768,0.324,2.501,0.725
Nb26Mo33Ta27W14,26,33,27,14,390.382,163.2,76.743,64.925,64.928,64.93,89.834,238.927,239.487,0.333,2.66,0.676
Nb21Mo23Ta34W22,21,23,34,22,387.727,163.526,79.459,65.004,65.003,65.003,91.225,238.259,242.699,0.33,2.612,0.709
Nb30Mo21Ta23W26,30,21,23,26,389.557,163.967,76.398,64.964,64.966,64.967,89.338,239.164,238.338,0.334,2.677,0.677
Nb19Mo31Ta24W26,19,31,24,26,424.012,173.126,91.457,64.654,64.654,64.654,103.812,256.755,274.447,0.322,2.473,0.729
Nb32Mo30Ta18W20,32,30,18,20,395.61,165.273,76.167,64.86,64.858,64.862,89.934,242.052,240.07,0.335,2.691,0.661
Nb31Mo24Ta20W25,31,24,20,25,394.453,165.117,77.097,64.904,64.905,64.901,90.426,241.562,241.182,0.334,2.671,0.672
Nb29Mo14Ta23W34,29,14,23,34,394.377,166.181,79.526,64.957,64.955,64.954,91.924,242.246,244.807,0.332,2.635,0.697
Nb5Mo26Ta35W34,5,26,35,34,446.179,179.94,105.425,64.549,64.55,64.551,115.749,268.686,303.643,0.312,2.321,0.792
Nb28Mo26Ta32W14,28,26,32,14,370.705,159.126,70.331,65.132,65.122,65.132,82.867,229.653,221.91,0.339,2.771,0.665
Nb29Mo29Ta34W8,29,29,34,8,359.091,155.019,66.115,65.229,65.228,65.226,78.717,223.043,211.294,0.342,2.833,0.648
Nb23Mo24Ta31W22,23,24,31,22,390.002,163.754,79.083,64.978,64.973,64.976,91.302,239.17,242.986,0.331,2.62,0.699
Nb22Mo18Ta27W33,22,18,27,33,406.607,168.907,85.813,64.851,64.85,64.849,97.788,248.141,259.302,0.326,2.538,0.722
Nb30Mo24Ta11W35,30,24,11,35,423.626,174.115,87.491,64.634,64.64,64.639,100.88,257.285,267.657,0.327,2.55,0.701
Nb28Mo21Ta35W16,28,21,35,16,360.479,156.676,68.46,65.249,65.248,65.247,80.321,224.61,215.299,0.34,2.796,0.672
Nb31Mo13Ta32W24,31,13,32,24,360.082,157.662,68.452,65.268,65.273,65.272,80.094,225.135,214.807,0.341,2.811,0.676
Nb28Mo17Ta25W30,28,17,25,30,391.372,165.045,78.493,64.971,64.976,64.971,90.908,240.487,242.205,0.332,2.645,0.694
Nb17Mo23Ta32W28,17,23,32,28,408.48,169.006,87.856,64.833,64.83,64.826,99.469,248.831,263.319,0.324,2.502,0.734
Nb15Mo35Ta29W21,15,35,29,21,423.925,172.842,92.647,64.661,64.663,64.662,104.649,256.536,276.368,0.32,2.451,0.738
Nb24Mo23Ta19W34,24,23,19,34,421.945,173.109,89.566,64.684,64.684,64.68,102.187,256.054,270.568,0.324,2.506,0.72
Nb27Mo32Ta35W6,27,32,35,6,363.11,155.916,67.65,65.187,65.187,65.189,80.291,224.981,215.265,0.341,2.802,0.653
Nb9Mo23Ta33W35,9,23,33,35,436.523,177.146,100.732,64.62,64.621,64.62,111.463,263.605,293.08,0.315,2.365,0.777
Nb34Mo29Ta18W19,34,29,18,19,389.18,163.367,73.374,64.921,64.917,64.919,87.256,238.638,233.329,0.337,2.735,0.65
Nb21Mo34Ta29W16,21,34,29,16,402.125,166.546,82.648,64.836,64.836,64.836,95.276,245.072,253.036,0.328,2.572,0.702
Nb24Mo25Ta29W22,24,25,29,22,392.359,164.286,79.274,64.946,64.946,64.949,91.731,240.31,244.13,0.331,2.62,0.695
Nb25Mo31Ta28W16,25,31,28,16,391.252,163.637,77.777,64.935,64.928,64.936,90.622,239.509,241.418,0.332,2.643,0.683
Nb12Mo34Ta31W23,12,34,31,23,429.395,174.489,95.91,64.631,64.635,64.629,107.488,259.458,283.337,0.318,2.414,0.753
Nb26Mo11Ta31W32,26,11,31,32,381.291,163.508,77.54,65.097,65.096,65.097,88.856,236.102,236.856,0.333,2.657,0.712
Nb8Mo28Ta29W35,8,28,29,35,453.037,181.91,106.649,64.476,64.475,64.474,117.406,272.286,307.956,0.311,2.319,0.787
Nb33Mo23Ta26W18,33,23,26,18,369.642,158.374,68.483,65.134,65.131,65.129,81.519,228.797,218.596,0.341,2.807,0.648
Nb13Mo29Ta33W25,13,29,33,25,419.97,171.898,92.711,64.727,64.726,64.721,104.185,254.589,275.037,0.32,2.444,0.747
Nb31Mo33Ta23W13,31,33,23,13,384.98,161.731,72.802,64.96,64.957,64.961,86.449,236.147,231.14,0.337,2.732,0.652
Nb24Mo26Ta25W25,24,26,25,25,403.951,167.607,83.1,64.838,64.835,64.837,95.711,246.388,254.216,0.328,2.574,0.703
Nb25Mo34Ta13W28,25,34,13,28,432.354,176.206,91.896,64.526,64.529,64.528,104.985,261.589,277.792,0.323,2.492,0.718
Nb31Mo9Ta28W32,31,9,28,32,372.961,161.582,73.156,65.168,65.167,65.164,84.799,232.041,226.773,0.337,2.736,0.692
Nb18Mo28Ta21W33,18,28,21,33,437.221,177.291,96.875,64.553,64.553,64.553,108.986,263.934,287.398,0.319,2.422,0.745
Nb34Mo24Ta10W32,34,24,10,32,413.048,171.137,82.023,64.719,64.72,64.721,95.87,251.774,255.217,0.331,2.626,0.678
Nb8Mo32Ta35W25,8,32,35,25,433.315,175.752,98.998,64.625,64.621,64.627,110.0,261.606,289.434,0.316,2.378,0.769
Nb32Mo21Ta19W28,32,21,19,28,394.336,165.332,76.899,64.913,64.909,64.915,90.234,241.666,240.74,0.334,2.678,0.672
Nb28Mo30Ta29W13,28,30,29,13,377.889,159.941,72.238,65.052,65.048,65.052,85.215,232.59,227.822,0.337,2.729,0.663
Nb24Mo21Ta21W34,24,21,21,34,416.649,171.612,87.909,64.737,64.744,64.739,100.43,253.291,266.119,0.325,2.522,0.718
Nb23Mo34Ta14W29,23,34,14,29,437.036,177.519,94.375,64.5,64.498,64.496,107.229,264.025,283.33,0.321,2.462,0.727
Nb33Mo20Ta19W28,33,20,19,28,391.297,164.615,75.709,64.947,64.94,64.94,89.033,240.176,237.724,0.335,2.698,0.668
